EventDateTime,inside_nest,outside_nest,inactive_in_nest,active_in_nest,active__in_nest_,circling__in_nest_,digging__in_nest_,drinking,eating,nest_entry,nest_exit,nesting__in_nest_,still__in_nest_,walling
10-Oct-2025 02:02:05,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:06,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:07,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:08,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:09,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:10,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:11,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:12,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:13,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:14,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:15,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:16,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:17,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:18,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:19,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:20,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:21,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:22,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:23,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:24,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:25,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:26,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:27,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:28,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:29,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:30,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:31,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:32,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:33,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:34,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:35,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:36,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:37,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:38,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:39,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:02:40,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:41,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:42,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:43,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:44,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:45,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:46,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:47,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:48,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:49,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:50,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:51,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:52,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:53,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:54,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:55,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:56,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:57,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:58,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:02:59,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:00,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:01,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:02,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:03,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:04,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:05,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:06,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:07,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:08,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:09,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:10,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:11,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:03:12,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:03:13,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:03:14,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:15,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:16,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:17,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:18,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:19,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:20,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:21,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:22,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:23,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:24,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:25,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:26,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:27,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:28,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:29,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:30,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:31,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:32,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:33,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:34,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:35,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:36,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:37,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:38,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:39,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:40,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:41,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:42,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:43,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:44,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:45,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:46,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:47,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:48,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:49,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:50,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:51,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:52,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:53,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:54,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:55,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:56,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:57,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:58,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:03:59,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:00,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:01,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:02,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:03,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:04,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:05,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:06,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:07,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:08,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:09,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:10,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:11,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:12,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:13,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:14,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:15,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:16,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:17,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:18,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:19,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:20,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:21,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:22,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:23,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:24,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:25,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:26,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:27,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:28,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:29,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:30,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:31,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:32,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:33,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:34,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:35,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:36,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:37,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:38,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:39,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:40,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:41,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:42,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:43,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:44,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:45,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:46,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:47,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:48,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:49,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:50,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:51,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:52,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:53,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:54,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:55,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:56,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:57,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:58,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:04:59,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:00,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:01,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:02,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:03,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:04,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:05,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:06,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:07,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:08,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:09,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:10,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:11,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:12,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:13,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:14,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:15,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:16,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:17,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:05:18,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:05:19,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:05:20,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:05:21,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:05:22,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:05:23,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:05:24,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:05:25,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:26,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:27,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:28,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:29,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:30,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:31,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:32,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:33,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:34,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:35,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:36,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:37,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:38,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:39,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:40,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:41,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:42,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:43,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:44,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:45,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:46,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:47,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:48,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:49,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:50,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:51,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:52,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:53,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:54,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:55,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:56,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:57,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:58,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:05:59,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:00,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:01,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:02,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:03,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:04,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:05,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:06,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:07,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:08,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:09,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:10,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:11,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:12,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:13,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:14,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:06:15,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:06:16,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:06:17,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:06:18,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:19,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:20,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:21,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:22,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:23,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:24,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:25,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:26,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:27,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:28,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:29,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:06:30,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:06:31,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:06:32,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:33,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:34,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:35,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:36,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:37,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:38,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:39,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:40,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:41,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:42,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:43,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:44,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:45,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:46,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:47,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:48,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:49,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:50,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:51,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:52,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:53,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:54,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:55,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:56,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:57,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:58,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:06:59,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:00,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:01,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:02,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:03,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:04,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:05,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:06,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:07,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:08,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:09,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:10,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10-Oct-2025 02:07:11,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:12,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:13,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:14,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:15,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:16,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:17,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:18,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:19,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:20,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:21,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:22,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:23,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:24,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:25,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:26,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10-Oct-2025 02:07:27,1,0,0,1,1,0,0,0,0,0,0,0,0,0
